1607520340815|35|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|show table status WHERE 1=1  AND NAME IN ('user')|show table status WHERE 1=1  AND NAME IN ('user')
1607661427410|30|statement|connection 1|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607661439565|27|statement|connection 1|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607661539138|26|statement|connection 1|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607661551683|26|statement|connection 1|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607661595893|26|statement|connection 1|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607661772835|26|statement|connection 1|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607661786958|34|statement|connection 1|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607663215744|31|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607663256311|64|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771257151|37|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771270049|27|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771422890|28|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771441920|27|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771511593|35|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771622411|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771655307|26|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771687262|24|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771694974|33|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771702926|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607771703886|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772701508|26|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772715777|24|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772777798|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772779128|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772781576|29|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772783567|36|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772784393|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772867528|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772869049|24|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
